Num img,Coin h-g x,Coin h-g y,Coin b-d x,Coin b-d y,Score,Classe
0145.jpg,300,800,350,925,0.9001471878364914,fvert
0149.jpg,250,325,350,425,0.9440526735458185,interdiction
0149.jpg,112,487,187,562,0.9387486777687722,fvert
0149.jpg,275,300,325,350,0.9194768972252322,interdiction
0149.jpg,325,325,425,425,0.9175268856667675,interdiction
0149.jpg,300,550,350,600,0.9048315625984288,fvert
0184.jpg,337,526,412,601,0.9877069810212336,interdiction
0184.jpg,250,475,300,525,0.9809130410458305,interdiction
0184.jpg,300,375,375,562,0.9769978136026076,interdiction
0184.jpg,75,500,175,750,0.9769328001405606,interdiction
0184.jpg,75,625,125,675,0.9718331051945802,interdiction
0184.jpg,200,475,250,525,0.9684174804385817,interdiction
0184.jpg,200,525,250,575,0.9626750227129566,interdiction
0184.jpg,375,600,425,650,0.9576961713378143,interdiction
0184.jpg,25,200,75,250,0.9459757759544415,danger
0184.jpg,125,825,225,925,0.9427452455212227,interdiction
0184.jpg,337,413,412,488,0.9425747634188011,interdiction
0184.jpg,150,525,200,575,0.9416819581950414,interdiction
0184.jpg,125,775,175,825,0.9358802018432654,interdiction
0184.jpg,250,525,300,575,0.9322428567035351,interdiction
0184.jpg,187,563,262,638,0.9316946444182413,interdiction
0184.jpg,350,375,400,425,0.9297401152072079,interdiction
0184.jpg,75,525,125,575,0.9248757506595369,interdiction
0184.jpg,262,413,337,488,0.9224358783654415,interdiction
0184.jpg,125,675,175,725,0.9215902697423668,interdiction
0184.jpg,325,450,375,500,0.9189839578706116,interdiction
0184.jpg,50,350,150,450,0.9128799558014351,interdiction
0184.jpg,350,675,400,725,0.9055603382931676,interdiction
0187.jpg,400,375,500,625,0.9093970937331606,danger
0188.jpg,200,400,400,600,0.9296316853962552,obligation
0196.jpg,450,225,500,350,0.947373740271451,frouge
0196.jpg,550,450,750,650,0.9215034421549517,fvert
0196.jpg,506,225,618,337,0.9177862217074041,danger
0196.jpg,675,300,750,487,0.9080970785912248,danger
0196.jpg,713,225,788,300,0.9046194514014884,danger
0215.jpg,337,169,674,508,0.9872564546809195,ceder
0215.jpg,450,50,500,175,0.9865311878581204,fvert
0215.jpg,500,50,550,100,0.9541730761654549,danger
0215.jpg,575,275,675,375,0.9524217671486126,danger
0215.jpg,619,169,731,281,0.934454860012443,danger
0216.jpg,125,125,525,525,0.9885671671771874,stop
0216.jpg,150,175,350,375,0.9340355904338971,interdiction
0216.jpg,412,300,487,375,0.9115186647273155,obligation
0228.jpg,375,225,450,300,0.9864949326130322,interdiction
0228.jpg,262,112,412,262,0.9797982101232336,interdiction
0228.jpg,300,375,350,425,0.9708858228024722,interdiction
0228.jpg,275,200,325,250,0.9674075793675879,interdiction
0228.jpg,168,225,280,337,0.9622462871374389,danger
0228.jpg,375,200,425,250,0.939914611803144,interdiction
0228.jpg,275,275,375,375,0.9386515815029932,interdiction
0229.jpg,450,475,550,575,0.9625209934689412,danger
0239.jpg,500,300,550,350,0.964508253166258,fvert
0239.jpg,175,375,225,500,0.9266349077744933,ceder
0239.jpg,100,250,150,375,0.9265201067552445,fvert
0239.jpg,619,338,731,450,0.925623631454042,interdiction
0239.jpg,175,350,225,400,0.9244813255473848,fvert
0239.jpg,725,300,775,425,0.9072577814060472,interdiction
0248.jpg,225,187,375,337,0.9594367782163692,danger
0257.jpg,487,900,562,975,0.9705802892359661,interdiction
0257.jpg,450,262,600,412,0.94458757884254,interdiction
0257.jpg,650,725,700,850,0.9061974581320543,interdiction
0263.jpg,550,825,600,875,0.9955937706584345,interdiction
0263.jpg,375,175,575,375,0.9889588974508716,ceder
0263.jpg,575,700,625,750,0.9830234999213723,interdiction
0263.jpg,225,575,275,625,0.9818265255062522,interdiction
0263.jpg,450,638,525,713,0.972930447836362,interdiction
0263.jpg,900,200,950,250,0.9721965538991899,danger
0263.jpg,450,825,525,900,0.9713563980496511,danger
0263.jpg,713,225,788,300,0.9621320957739823,danger
0263.jpg,525,850,575,900,0.9544860608391847,danger
0263.jpg,450,700,500,825,0.9433413503277022,interdiction
0263.jpg,150,250,200,375,0.9429783263128989,danger
0263.jpg,275,600,325,650,0.9308813306947166,interdiction
0263.jpg,400,200,450,325,0.9297251948040594,interdiction
0263.jpg,550,600,600,725,0.92875816757972,frouge
0263.jpg,375,175,425,225,0.9231660381255268,interdiction
0263.jpg,100,75,150,125,0.9227478760736242,fvert
0263.jpg,225,725,275,850,0.9227027346037475,interdiction
0263.jpg,900,375,975,450,0.9223407060595503,interdiction
0263.jpg,0,575,50,625,0.9197420972133049,interdiction
0263.jpg,700,450,750,500,0.915756335315579,interdiction
0263.jpg,525,625,575,675,0.9137763777413217,danger
0263.jpg,900,713,975,788,0.9120785151946047,danger
0263.jpg,638,563,713,638,0.9068312032859223,danger
0270.jpg,700,225,800,325,0.9938369314704496,interdiction
0270.jpg,500,275,550,400,0.9895449304473989,interdiction
0270.jpg,525,200,625,300,0.9862693453697796,interdiction
0270.jpg,625,200,725,450,0.9807238442467929,interdiction
0270.jpg,525,337,600,524,0.974248715932639,interdiction
0270.jpg,525,25,725,225,0.9697533581059132,interdiction
0270.jpg,675,325,775,425,0.9689587664028608,interdiction
0270.jpg,550,400,600,450,0.9675420019470196,interdiction
0270.jpg,525,275,575,325,0.9565936612936864,interdiction
0270.jpg,475,125,575,225,0.9422526614450035,interdiction
0270.jpg,600,187,675,262,0.9237711645868413,interdiction
0270.jpg,575,450,625,500,0.9221644544168304,interdiction
0270.jpg,575,225,625,275,0.9109816436943102,interdiction
0270.jpg,650,200,700,325,0.9045300466227315,interdiction
0272.jpg,400,325,600,525,0.9844020804141537,stop
0272.jpg,475,325,525,375,0.9205469475657295,obligation
0284.jpg,450,250,650,450,0.9826576440619749,stop
0284.jpg,253,127,506,382,0.9004431621162751,interdiction
0291.jpg,225,337,300,412,0.9913976138230233,interdiction
0291.jpg,175,275,225,325,0.9859055772395426,interdiction
0291.jpg,275,450,325,500,0.9840450441337033,interdiction
0291.jpg,487,375,562,450,0.9730809059011173,interdiction
0291.jpg,350,700,400,750,0.9700696031332483,danger
0291.jpg,500,425,550,475,0.9683790660042411,interdiction
0291.jpg,400,550,450,675,0.9612387471754611,interdiction
0291.jpg,375,625,425,675,0.9567298332156655,interdiction
0291.jpg,300,425,350,475,0.9476790773861423,interdiction
0291.jpg,225,507,337,619,0.9433255065034691,danger
0291.jpg,637,713,712,788,0.9406288705141354,danger
0291.jpg,425,450,525,550,0.936153625666806,interdiction
0291.jpg,300,475,400,575,0.9352316020421576,interdiction
0291.jpg,450,450,500,500,0.9334035259968052,interdiction
0291.jpg,450,675,550,775,0.9214431644944782,danger
0291.jpg,500,525,550,575,0.9184651763648106,danger
0291.jpg,425,550,475,600,0.9052599126702272,interdiction
0291.jpg,506,282,618,394,0.9039603621973321,interdiction
0291.jpg,225,300,275,350,0.9017965631153225,interdiction
0291.jpg,337,0,449,282,0.9011138205597188,danger
0297.jpg,375,262,450,337,0.917067297776231,danger
0325.jpg,325,125,375,175,0.9912329290106162,obligation
0325.jpg,112,376,187,451,0.9660306883888852,interdiction
0325.jpg,0,425,50,475,0.9582686136779602,ceder
0325.jpg,550,225,600,275,0.9367650517377933,interdiction
0342.jpg,600,300,675,375,0.9564975054955881,fvert
0342.jpg,575,375,625,425,0.9156097279653698,fvert
0343.jpg,675,450,725,500,0.9664280606737639,interdiction
0343.jpg,200,375,300,475,0.9212417341831769,danger
0358.jpg,325,0,525,500,0.9875444275243136,forange
0358.jpg,675,800,725,925,0.9846868098220498,fvert
0358.jpg,375,225,425,275,0.9729980879231547,obligation
0358.jpg,175,825,225,875,0.9535998317446598,danger
0358.jpg,350,550,550,750,0.9348763089638031,danger
0358.jpg,275,900,325,950,0.93483504500613,frouge
0358.jpg,50,300,250,500,0.9293690638084257,danger
0358.jpg,450,75,500,125,0.9188711165305847,fvert
0379.jpg,422,0,759,337,0.9409050099162395,danger
0379.jpg,506,0,674,168,0.9397072785611814,danger
0385.jpg,550,350,600,400,0.9574951354323482,interdiction
0385.jpg,425,375,475,425,0.9187889708522006,interdiction
0385.jpg,450,400,500,450,0.9044006556293469,interdiction
0395.jpg,225,750,275,875,0.9846661192604538,fvert
0395.jpg,225,150,525,450,0.9818384901484557,stop
0395.jpg,337,262,412,337,0.964842465672858,obligation
0395.jpg,175,750,225,800,0.9213888559727907,fvert
0406.jpg,400,275,500,525,0.9847768988041897,fvert
0406.jpg,400,400,450,525,0.9252936433798609,forange
0406.jpg,425,50,475,100,0.9061552727271515,forange
0419.jpg,150,300,200,350,0.9630201074079711,fvert
0419.jpg,475,250,525,375,0.9588528086014606,fvert
0419.jpg,200,100,300,200,0.9499435396756976,interdiction
0419.jpg,375,175,475,275,0.9343264894571375,interdiction
0419.jpg,350,25,400,75,0.9339314167833641,fvert
0419.jpg,337,300,487,675,0.9191143388739988,frouge
0422.jpg,150,300,225,487,0.9656250492596011,fvert
0444.jpg,112,150,412,900,0.9747180498557735,frouge
0444.jpg,337,112,487,487,0.9645510998771082,frouge
0444.jpg,450,250,500,300,0.959792555147274,interdiction
0444.jpg,400,500,500,600,0.957883747008298,danger
0444.jpg,350,300,450,400,0.9504263113688647,interdiction
0444.jpg,422,0,590,169,0.9503719486671054,fvert
0444.jpg,575,650,625,775,0.9489816979337669,frouge
0444.jpg,262,713,337,900,0.9456867515027171,frouge
0444.jpg,400,300,450,350,0.9424683492239951,interdiction
0444.jpg,300,225,375,300,0.9257852627346366,interdiction
0444.jpg,300,650,400,750,0.9243651324666811,interdiction
0444.jpg,50,525,250,725,0.9166170481350621,danger
0444.jpg,56,282,281,507,0.9045297248283574,interdiction
0479.jpg,281,225,506,450,0.9300814079247738,danger
0487.jpg,75,600,125,650,0.9204326675013097,frouge
0547.jpg,400,600,450,650,0.9825483514789545,interdiction
0547.jpg,175,225,225,275,0.9706998696646444,fvert
0547.jpg,325,475,375,525,0.9626971999687373,interdiction
0547.jpg,650,400,700,450,0.9508291617518052,interdiction
0547.jpg,475,700,525,750,0.9506679263817762,interdiction
0547.jpg,350,525,400,575,0.9506044570285318,interdiction
0547.jpg,125,425,225,675,0.9501594737483618,fvert
0547.jpg,300,450,350,500,0.9483057992371665,interdiction
0547.jpg,375,550,425,600,0.9423753702480814,interdiction
0547.jpg,638,112,713,187,0.9336736363118825,fvert
0547.jpg,450,506,562,618,0.9331610402758709,danger
0547.jpg,275,325,325,375,0.9280492820294086,interdiction
0547.jpg,450,675,500,725,0.9257679151038594,interdiction
0547.jpg,50,175,100,225,0.9148759915856831,interdiction
0547.jpg,425,650,475,700,0.9130138829737876,interdiction
0547.jpg,525,675,575,725,0.9089001796896875,interdiction
0547.jpg,0,425,50,550,0.9055811960588049,fvert
0547.jpg,900,300,975,375,0.9039423129077296,fvert
0547.jpg,563,0,638,187,0.9034065013117204,interdiction
0547.jpg,300,375,375,450,0.902457542030326,interdiction
0560.jpg,200,500,300,600,0.9450200113231685,danger
0560.jpg,375,400,475,500,0.9428458424659502,danger
0560.jpg,425,225,625,425,0.9044747564611548,danger
0568.jpg,425,450,525,550,0.9946050172227213,obligation
0568.jpg,825,250,875,300,0.9623175630926166,danger
0568.jpg,375,400,425,450,0.9488840121132381,obligation
0568.jpg,375,450,450,525,0.937036779707958,obligation
0568.jpg,750,112,825,299,0.9348036738230894,interdiction
0568.jpg,500,400,550,450,0.9118823453130992,obligation
0568.jpg,225,75,300,150,0.9067118916070492,danger
0568.jpg,800,150,850,275,0.9030583538901665,interdiction
0568.jpg,487,450,562,525,0.9009958925829555,obligation
0576.jpg,0,450,50,500,0.9739019715745563,fvert
0576.jpg,875,125,975,225,0.9332988205231146,danger
0576.jpg,900,125,950,175,0.9304143151993426,danger
0576.jpg,300,488,450,638,0.9172907586134622,fvert
0585.jpg,487,900,562,975,0.9043596867250796,fvert
0587.jpg,450,526,525,601,0.9127812271559067,danger
0595.jpg,675,375,725,425,0.9275810484563644,danger
0652.jpg,325,800,425,900,0.9760734926869383,fvert
0652.jpg,300,187,450,337,0.932921791320933,danger
0652.jpg,350,875,450,975,0.9206059187686262,fvert
0652.jpg,412,563,487,638,0.9120978538919468,fvert
0656.jpg,150,337,225,412,0.9715649570342915,interdiction
0656.jpg,25,550,125,800,0.9398309539441899,frouge
0656.jpg,200,375,250,425,0.9302599437260674,interdiction
0656.jpg,675,325,725,375,0.924132059530053,danger
0656.jpg,0,600,75,675,0.9235072078489944,interdiction
0656.jpg,0,422,168,590,0.9197196308776383,interdiction
0680.jpg,575,300,625,350,0.9667968590374476,danger
0680.jpg,50,700,100,750,0.9513226436040723,danger
0680.jpg,380,382,633,637,0.9222825694348245,interdiction
0680.jpg,0,563,75,638,0.9017769315902149,danger
0698.jpg,127,256,381,512,0.9855368005588817,ceder
0698.jpg,350,275,400,325,0.9021902838024095,ceder
0709.jpg,325,325,425,425,0.9690084479969026,ceder
0710.jpg,337,563,412,638,0.963747690826677,obligation
0710.jpg,300,525,375,600,0.9202838794161708,obligation
0710.jpg,600,225,700,325,0.9057793940702159,danger
0710.jpg,250,275,300,325,0.9000962399328905,danger
0733.jpg,325,25,375,75,0.9841368185007334,fvert
0733.jpg,675,775,725,825,0.9800797632473445,danger
0733.jpg,650,175,700,300,0.9769003104184704,danger
0733.jpg,400,250,500,500,0.972896969304706,danger
0733.jpg,175,75,225,125,0.9651814640236777,fvert
0733.jpg,100,0,150,50,0.9527745541288647,fvert
0733.jpg,300,0,350,50,0.9463170018593812,stop
0733.jpg,394,169,506,281,0.9340583980781563,danger
0733.jpg,600,412,675,487,0.9246767665969682,fvert
0733.jpg,200,775,250,825,0.9201279434765953,danger
0733.jpg,175,825,275,925,0.9176272983304837,danger
0733.jpg,300,75,400,175,0.9142933155984817,fvert
0735.jpg,187,337,262,412,0.9634298937346621,interdiction
0735.jpg,125,275,225,375,0.9438076721056793,interdiction
0735.jpg,150,300,200,350,0.9414633251376695,interdiction
0735.jpg,400,475,450,525,0.9331653583983991,ceder
0735.jpg,300,375,350,425,0.9217684908568444,interdiction
0735.jpg,450,475,500,525,0.9034723484632928,ceder
0735.jpg,150,375,225,450,0.9017234619824354,interdiction
0744.jpg,675,412,750,487,0.9905233613628451,danger
0744.jpg,750,475,800,600,0.9866368188127705,interdiction
0744.jpg,500,800,600,900,0.9710328792680323,fvert
0744.jpg,788,563,863,638,0.9543770476048187,obligation
0744.jpg,700,475,750,600,0.9476724785690783,interdiction
0744.jpg,600,563,675,638,0.9450934242792425,obligation
0745.jpg,225,300,275,350,0.9924264965334998,obligation
0745.jpg,350,225,450,475,0.9917758885688751,obligation
0745.jpg,225,400,275,450,0.9899596870115667,obligation
0745.jpg,425,375,475,425,0.9895378134095886,obligation
0745.jpg,375,225,450,300,0.9891905850598487,obligation
0745.jpg,225,250,275,300,0.9860906003286769,obligation
0745.jpg,275,375,375,475,0.9805339106995372,obligation
0745.jpg,425,325,475,375,0.9785441176628492,obligation
0745.jpg,225,350,275,400,0.9720273206255154,obligation
0745.jpg,350,275,400,325,0.9646731716263005,obligation
0745.jpg,425,425,475,475,0.9579046098512456,obligation
0745.jpg,300,400,350,450,0.9535305953158619,obligation
0745.jpg,350,350,400,475,0.9486836053890498,obligation
0745.jpg,325,250,375,300,0.9468253131796976,obligation
0745.jpg,425,275,475,325,0.9431081437956785,obligation
0745.jpg,350,325,400,375,0.928915916972722,obligation
0745.jpg,275,250,325,300,0.9256736144123798,obligation
0745.jpg,375,400,425,450,0.9252506498360845,obligation
0745.jpg,250,150,300,275,0.9109126124849781,fvert
0748.jpg,450,475,500,525,0.9507244754638098,obligation
0748.jpg,475,600,525,650,0.9302935176239205,interdiction
0748.jpg,500,175,600,275,0.9024781707431107,interdiction
0757.jpg,25,725,75,850,0.9562755690672794,fvert
0757.jpg,300,375,450,525,0.945551869001222,danger
0810.jpg,281,677,393,789,0.916249501664327,fvert
0827.jpg,625,50,675,100,0.9586791007095004,interdiction
0831.jpg,475,200,525,250,0.9980409658241066,obligation
0831.jpg,350,300,450,400,0.9963150509919108,obligation
0831.jpg,675,175,725,225,0.9962434033624034,obligation
0831.jpg,350,200,450,300,0.995482646038138,obligation
0831.jpg,375,375,450,450,0.990301839187251,obligation
0831.jpg,350,275,400,325,0.9891267329754482,obligation
0831.jpg,425,175,475,225,0.9882556471140949,obligation
0831.jpg,675,225,750,300,0.9879806974412976,obligation
0831.jpg,700,275,750,400,0.9871640077777137,obligation
0831.jpg,506,56,618,168,0.9870516114231487,obligation
0831.jpg,525,300,575,350,0.9870035585541069,obligation
0831.jpg,650,125,700,175,0.9866288412745047,obligation
0831.jpg,375,200,425,250,0.9857345350868192,obligation
0831.jpg,400,125,450,175,0.9836977995903375,obligation
0831.jpg,350,325,400,375,0.9822377542329017,obligation
0831.jpg,487,412,562,487,0.9769374173417517,obligation
0831.jpg,350,225,400,275,0.9767167434678451,obligation
0831.jpg,525,187,600,262,0.9732606252563513,obligation
0831.jpg,600,200,650,250,0.9706800683005721,obligation
0831.jpg,675,400,725,450,0.9687731544192054,obligation
0831.jpg,750,250,800,300,0.963781697469242,frouge
0831.jpg,375,425,425,475,0.9582144016715787,obligation
0831.jpg,575,300,625,350,0.9572510617982019,obligation
0831.jpg,450,75,500,200,0.9543000327757863,obligation
0831.jpg,563,412,638,487,0.9536122505265255,obligation
0831.jpg,650,525,750,625,0.9486259779082904,interdiction
0831.jpg,650,200,700,250,0.946117024776068,obligation
0831.jpg,625,100,675,150,0.944132030405742,obligation
0831.jpg,525,475,625,575,0.9405355212467781,obligation
0831.jpg,425,100,475,150,0.9402743680481962,obligation
0831.jpg,350,375,400,425,0.9389693917972213,obligation
0831.jpg,450,600,525,675,0.9371734965378861,interdiction
0831.jpg,625,175,675,225,0.9319478391403374,obligation
0831.jpg,325,475,375,525,0.9291656586206063,interdiction
0831.jpg,525,50,575,100,0.9287667554913972,obligation
0831.jpg,37,563,337,863,0.9239942481650956,danger
0831.jpg,788,600,938,750,0.9196357043655216,danger
0831.jpg,600,75,650,125,0.9195915927702272,obligation
0831.jpg,600,500,650,550,0.916045716914964,obligation
0831.jpg,125,100,175,150,0.9144583643481932,danger
0831.jpg,400,450,450,500,0.9115508838912433,obligation
0831.jpg,300,500,350,550,0.9054018629865012,interdiction
0831.jpg,575,575,675,675,0.9035764730722986,interdiction
0831.jpg,550,325,600,375,0.9027870787638619,obligation
0834.jpg,475,875,525,925,0.9781914115519635,danger
0834.jpg,253,255,506,510,0.9736853041702495,interdiction
0834.jpg,425,425,475,475,0.9686034048008247,interdiction
0834.jpg,450,275,500,325,0.9644591904557078,danger
0834.jpg,75,50,125,100,0.96247678077529,danger
0834.jpg,400,325,450,375,0.9567538309344564,interdiction
0834.jpg,600,75,650,200,0.9503625199599981,fvert
0834.jpg,0,37,75,112,0.9496384440826122,danger
0834.jpg,637,112,712,187,0.9466194565113624,fvert
0834.jpg,500,225,550,275,0.9450406702831234,fvert
0834.jpg,275,300,375,400,0.9447272449284322,interdiction
0834.jpg,300,412,375,487,0.9438355697488789,interdiction
0834.jpg,0,127,253,764,0.9399820460501088,danger
0834.jpg,275,350,325,475,0.9380269336752975,interdiction
0834.jpg,300,225,375,300,0.9291118677037702,danger
0834.jpg,375,450,450,525,0.9281202467085283,interdiction
0834.jpg,350,350,400,475,0.9178878659056756,interdiction
0834.jpg,619,0,731,112,0.9166388334280448,fvert
0834.jpg,250,350,300,400,0.9056115380947342,interdiction
0839.jpg,525,350,575,400,0.9732882996432077,danger
0844.jpg,250,275,350,375,0.9890010553223928,frouge
0846.jpg,625,425,675,475,0.9924376372757675,fvert
0846.jpg,600,400,650,450,0.9915219928348539,fvert
0846.jpg,175,25,225,150,0.9820457585822767,fvert
0846.jpg,375,225,475,475,0.9819234997123144,frouge
0846.jpg,300,275,400,375,0.9815956284941851,fvert
0846.jpg,525,225,600,412,0.9786652949295325,fvert
0846.jpg,300,275,350,325,0.9729487653916136,fvert
0846.jpg,250,900,300,950,0.9691688651764236,interdiction
0846.jpg,450,200,500,250,0.9670254168791793,fvert
0846.jpg,425,175,475,225,0.9624480661674925,fvert
0846.jpg,425,225,475,350,0.9602237014657583,forange
0846.jpg,575,375,625,425,0.9441212961966052,fvert
0846.jpg,225,450,300,525,0.9327833806562019,danger
0846.jpg,168,620,393,845,0.9300594374611147,frouge
0846.jpg,675,0,725,50,0.9294959416717017,danger
0846.jpg,487,187,562,262,0.9242477707193675,fvert
0846.jpg,200,850,250,900,0.9238546550112545,interdiction
0846.jpg,300,0,375,75,0.9216338544826836,fvert
0846.jpg,225,275,275,400,0.9195068562997336,fvert
0846.jpg,150,487,225,562,0.9188278316410265,interdiction
0846.jpg,506,451,618,563,0.9080853433815405,interdiction
0846.jpg,100,600,150,650,0.9070627941431546,danger
0852.jpg,475,325,575,425,0.9896014640410431,obligation
0852.jpg,450,750,600,900,0.9649331327030419,danger
0852.jpg,275,875,325,925,0.9610602230371424,interdiction
0852.jpg,525,825,625,925,0.9606505297839213,danger
0852.jpg,375,775,425,900,0.9334943391455263,danger
0852.jpg,50,500,100,550,0.908571168041872,danger
0852.jpg,50,250,100,300,0.9024018320054912,frouge
0864.jpg,400,150,450,200,0.9244706086478918,interdiction
0864.jpg,507,225,619,337,0.9144226222155083,danger
0871.jpg,600,750,650,800,0.9973631557535221,interdiction
0871.jpg,400,725,450,775,0.9836898780324652,interdiction
0871.jpg,575,650,625,700,0.9824762161580425,interdiction
0871.jpg,525,676,600,863,0.9824248100102166,interdiction
0871.jpg,600,500,650,550,0.9787964917073099,fvert
0871.jpg,375,75,675,375,0.9672289927123991,danger
0871.jpg,600,700,650,750,0.9670775628303008,interdiction
0871.jpg,400,425,600,625,0.9668421588204962,danger
0871.jpg,900,550,950,600,0.964249761316112,fvert
0871.jpg,200,750,250,875,0.9635052675403054,danger
0871.jpg,200,600,250,650,0.9620979417471114,fvert
0871.jpg,500,775,550,825,0.9611199381701718,danger
0871.jpg,725,125,775,250,0.9589289552693634,fvert
0871.jpg,800,450,850,500,0.9425744379790142,fvert
0871.jpg,400,300,450,350,0.9367220064142414,danger
0871.jpg,400,775,500,875,0.9329359556558822,interdiction
0871.jpg,775,725,825,850,0.9323967879015217,frouge
0871.jpg,75,625,125,750,0.9142957965365391,fvert
